LotArea,YearBuilt,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,TotRmsAbvGrd,SalePrice
13823,2009,1358,376,2,5,7,932881
15008,2005,584,411,2,5,9,903475
13207,1984,1906,799,3,3,7,978544
13540,1979,1132,1223,2,2,5,943292
8611,2003,1986,1206,2,5,7,801829
15279,1985,950,409,3,4,7,953270
6839,2004,1017,1421,3,4,6,658413
12527,2007,1345,215,2,2,4,847379
9878,2014,1194,751,2,3,6,771622
18593,2018,1049,348,1,3,5,1096487
16784,2000,1428,830,3,2,5,1105008
13087,1971,615,653,3,4,7,854333
10303,2002,1531,1021,1,3,5,792690
15738,1985,1741,1064,2,4,6,1094730
4851,2017,903,2,2,4,7,374296
5687,1985,803,1117,2,5,9,528326
14123,2001,1990,1082,2,3,7,1096363
10833,2002,1239,739,1,4,6,782493
15938,1999,587,406,3,5,7,971385
6427,1990,1533,17,3,4,8,514387
13760,1967,807,750,2,2,4,900285
8000,1971,933,585,1,3,5,600530
9052,2015,1301,887,2,4,8,721523
6738,1970,663,331,2,3,5,463556
15690,1993,1762,1012,1,5,9,1128959
9732,1996,1840,168,1,3,7,721683
9387,1988,1495,775,3,4,8,744474
12002,1978,1155,848,3,3,5,846468
19936,2003,1858,940,2,2,5,1327272
9536,1966,517,205,2,2,5,598437
17479,2009,1594,520,3,5,8,1164513
7913,1980,1698,1017,1,4,6,711580
5066,2022,1310,1369,2,3,5,572990
11723,1998,838,303,2,5,7,762561
8380,1951,747,114,1,5,7,532571
14636,1997,1716,663,2,4,7,1018403
8107,1963,1942,86,1,3,7,665482
9726,2008,1848,1118,3,5,7,856143
7373,2007,805,742,3,5,7,588098
16161,2007,703,427,3,4,6,974669
19612,2000,1352,449,3,4,8,1181684
14738,1951,1646,785,3,5,8,1077032
12945,1990,946,714,2,3,5,904163
6082,1965,1212,1,3,5,8,497454
14966,1953,932,1101,2,2,4,961795
15088,1961,1651,1347,2,4,7,1152192
16377,1978,1321,742,1,2,4,1025471
12967,1956,1570,1121,2,3,6,962115
10748,1963,1004,109,2,4,6,658338
19305,1961,614,678,3,3,5,1099305
13817,1954,1939,1480,3,2,5,1078591
15261,1981,1494,370,1,3,6,990930
4417,1992,722,1360,1,4,8,474029
12306,2018,1135,889,2,2,6,897962
12808,1994,1171,598,1,4,8,859539
7974,1958,1457,1045,3,2,6,707545
7267,1998,1432,721,3,5,8,632396
4825,1982,595,304,3,3,7,411650
11668,1967,606,923,2,3,5,804007
9745,1958,1131,1295,2,4,7,767158
13708,2011,1197,835,1,5,7,949404
15338,2006,531,445,3,4,8,917324
4412,1978,565,931,2,4,8,414190
11543,1974,1702,277,2,2,6,826996
11587,1964,1278,376,1,5,8,793646
4728,1955,1966,231,3,2,4,463017
15540,1991,1415,591,3,4,6,1017154
11164,1978,1048,425,1,2,5,722140
15000,1953,700,1078,1,2,6,953095
12867,2006,548,440,1,3,7,765599
15657,1998,1286,33,1,5,8,935872
9988,1993,1450,328,3,3,5,682512
6504,1963,762,844,3,5,7,586423
6967,1952,1656,453,1,3,5,588889
18527,2011,843,1411,2,4,6,1181197
6786,2013,1699,763,2,3,7,660060
5122,1994,1914,1453,3,5,9,690871
8079,2007,510,1499,3,5,8,681217
5571,1969,700,1148,1,5,8,516510
9073,2007,1444,522,2,3,6,728525
9104,2006,1425,481,3,2,6,714711
6143,2017,502,316,2,3,7,456701
13879,2001,1737,121,1,2,6,884364
10806,1986,1307,580,3,3,6,730216
11357,1957,1830,1336,3,4,8,953779
16324,1993,1059,486,2,4,6,1019114
16043,1954,1850,1035,2,3,7,1117753
7440,2018,698,124,3,3,5,539064
7766,1980,608,658,2,3,5,539803
9644,1994,1814,1100,2,4,6,826069
14518,1958,607,579,1,2,6,868041
18552,1981,1931,717,2,5,8,1260496
6914,1982,1051,1259,3,2,4,633125
8968,2016,1472,769,1,3,5,724134
9917,1979,551,1277,3,4,8,729257
17584,1978,611,903,1,5,9,1066430
16144,1952,794,405,1,2,4,954505
18397,2006,1712,1266,2,3,6,1259439
12787,1979,564,1484,2,4,8,876279
18191,1958,1073,276,3,4,6,1122575
4728,1975,964,1492,2,5,8,521007
5365,1951,757,1243,1,2,6,479377
8492,2011,1503,1248,2,4,7,782531
4698,1952,1133,924,3,3,5,472403
11186,1995,1854,1124,1,3,6,902022
18512,2017,709,853,3,5,7,1165082
17923,1974,588,506,2,2,6,1040945
4395,2000,527,1354,1,4,6,445082
18780,1962,737,236,3,5,7,1072371
11400,1993,835,993,2,2,6,808257
12082,1984,562,1362,2,2,4,858753
8171,2004,999,751,3,4,7,669674
8360,1958,1290,505,1,5,9,642317
6502,1951,1992,164,3,5,8,556482
14011,2010,1091,845,2,5,9,972538
4717,1990,1574,727,3,5,7,530781
6782,1993,1635,1241,2,2,5,657758
19743,2013,800,375,1,5,9,1171701
19923,1980,1613,1035,3,5,8,1329470
8946,1996,728,1455,1,4,8,729578
15769,1951,649,82,3,3,7,913667
9486,2018,1661,430,2,2,5,728462
12335,2007,1658,477,1,4,7,870371
8980,1993,1980,782,2,4,7,790325
15332,2005,1026,368,3,4,7,945741
11266,1992,832,954,2,2,6,774468
8491,1983,1885,140,3,3,6,638066
11192,1979,673,719,1,2,5,735926
19283,2020,1736,1479,2,5,8,1364551
15130,2019,1866,1426,2,3,6,1126013
9588,2004,560,1015,3,2,5,671229
11651,2016,1584,287,3,2,5,848513
7636,1962,1318,354,3,5,7,593316
15414,1952,1023,342,1,2,4,940666
5167,1975,715,148,2,3,7,386867
14808,2006,1123,209,3,4,7,929820
5062,1973,1077,1135,3,2,5,532801
6156,2002,1193,653,2,2,6,538635
11860,2019,922,975,1,3,6,858288
9161,1992,1215,535,2,2,5,660947
9305,2009,1946,1072,3,4,7,808254
15174,2007,1894,330,2,5,7,1042876
10541,1998,1729,364,3,5,8,815276
15486,1991,1809,10,3,5,7,1019746
8729,2015,1628,1211,2,4,7,815817
13348,1960,1253,508,2,5,8,915756
11330,1967,1246,579,1,3,7,768589
9334,2001,1187,1468,3,3,7,793785
12924,1995,1222,1113,3,4,7,907096
8330,1993,1246,621,3,4,7,687131
12010,1971,741,900,3,4,7,807290
10801,2002,1164,1471,3,3,5,868129
8846,2008,1207,717,2,4,7,686952
10731,1979,934,1055,3,4,8,764362
19368,1957,1280,326,2,5,7,1192771
11241,2006,983,73,1,4,7,693277
4953,2022,1970,250,3,2,4,520864
6539,1969,883,449,1,5,7,517907
11056,1974,669,905,2,3,5,732974
15516,1968,1520,354,2,3,5,1033417
15493,1954,1449,532,1,3,6,979210
5542,2021,1368,295,3,5,9,496307
9293,1976,822,297,2,3,5,620280
17964,1989,1347,1351,2,5,9,1257382
5191,1975,1997,301,2,5,7,541731
10313,1976,1755,511,2,2,6,799677
17704,2011,1195,1361,2,2,4,1162282
15185,1999,858,584,2,2,4,940821
10938,1991,1798,373,1,2,5,790245
6681,1978,531,1117,3,2,5,522022
13409,1988,676,131,3,3,5,775724
5540,2009,1416,909,3,3,7,567367
10172,1990,564,52,3,3,6,658794
15428,1982,526,228,1,2,5,880770
9541,1965,767,639,1,4,7,638490
14578,1972,1096,1235,3,3,6,972856
15911,1956,1511,796,2,3,5,1055609
17807,1975,565,790,3,4,8,1074555
13580,1961,632,494,2,2,5,832590
14048,2021,1415,852,2,5,8,990325
5365,1954,1889,670,1,4,8,567986
12691,2018,581,1256,2,4,7,894000
13872,1998,1481,1094,1,3,7,989103
12702,1975,1851,188,3,3,5,890383
11494,1954,1621,662,1,2,5,824884
8312,1971,1084,7,2,5,9,541104
5324,1962,826,331,2,5,8,444907
13347,1977,1041,1039,2,4,6,957395
14019,1982,1648,665,3,2,6,983035
7141,1972,709,668,1,5,9,520696
11419,1967,632,1116,3,4,8,800710
7486,1979,656,1285,1,3,6,593401
5810,1975,1374,160,3,5,9,506948
10588,1965,881,350,3,4,8,700759
6923,1988,1545,1197,2,5,9,633692
9301,1982,1473,316,3,2,4,695458
14406,1975,1094,936,3,4,8,1025286
8186,1997,1942,17,1,2,6,612577
12905,2014,971,485,3,4,8,881993
9977,1987,733,366,2,3,5,662862
15794,1951,1071,350,3,5,9,968721
16326,1955,1977,527,1,3,6,1066333
19485,1995,1270,871,1,2,6,1227103
15714,1999,1685,1458,3,5,8,1176918
8268,1987,800,932,3,3,5,612534
8748,1967,805,269,1,4,6,598427
8849,1976,501,870,2,4,8,617461
13435,1990,770,1091,3,3,7,924704
7709,2021,920,1053,2,5,7,663114
13273,1966,1666,315,2,2,4,914466
17971,2011,1199,736,3,4,6,1140560
10619,1978,1363,163,2,2,5,762179
12647,2007,1459,925,1,5,8,904434
17116,2019,1493,319,2,5,9,1120589
13086,1971,1509,1037,1,4,7,935215
13576,1955,1378,278,3,2,4,886939
14150,1975,1191,431,2,5,9,919704
7072,1988,1366,667,1,2,5,597639
10530,1961,1560,633,1,4,8,800061
14188,1963,606,1286,3,4,7,940255
18683,1971,1820,521,2,5,9,1202010
16477,2000,1620,963,1,5,7,1090896
4504,1972,780,1195,1,2,4,452905
5214,1997,1633,357,3,5,7,525418
5531,2020,1048,1036,2,4,7,548124
15632,1999,1051,724,2,5,9,1016769
11576,1962,687,672,1,3,7,758478
4823,1959,1251,231,2,4,8,421921
4928,2004,1369,1499,2,2,5,586382
9029,1958,1877,470,2,5,7,732911
17428,2001,518,1183,2,5,7,1082579
4133,1951,1358,638,2,4,8,432821
6105,1974,1916,559,2,4,8,618353
7627,1962,1784,1284,2,2,5,738228
16972,2000,1484,572,1,4,8,1113977
19007,2007,909,601,1,2,6,1135073
10316,1983,1926,1382,2,5,8,856633
5852,1984,983,254,2,2,6,423222
8910,1952,1827,601,3,2,4,723641
17460,2008,1123,279,1,2,5,1020244
8175,2019,1155,116,3,5,7,634445
15125,1997,1267,609,1,3,7,966767
15476,2013,517,1185,3,3,7,1002406
16490,1968,683,851,3,2,5,1058003
15003,2016,904,297,3,4,7,960663
9348,2022,1298,915,1,3,6,742226
17987,1954,1654,1320,1,5,8,1237372
13442,2016,978,1381,2,2,6,942676
17970,1960,507,517,1,3,7,1044123
17843,2017,1204,377,1,5,7,1109604
15704,2018,1841,425,1,2,4,1049490
19761,1950,1914,536,1,3,6,1270870
10190,2012,1659,552,2,2,6,792378
5256,1978,1030,168,2,3,6,406573
7376,1961,1412,514,1,3,6,608034
9645,1990,1890,1387,3,4,7,870238
17454,1951,1188,429,3,3,6,1081364
7486,1986,1534,568,1,4,7,598987
7584,1994,1052,82,2,5,9,525094
13588,1997,945,329,3,3,5,836803
15829,1973,1637,690,2,2,5,1108911
12053,1971,1205,1156,2,4,8,930416
7330,1960,695,456,3,3,6,495564
6703,2007,1359,352,1,4,8,523063
12662,1995,1846,343,2,2,4,885254
12120,1978,1127,1117,3,2,4,900942
11114,1984,1480,1405,2,2,6,896903
17323,1964,1129,761,3,5,8,1157699
5353,2009,1688,1318,1,5,7,614858
14975,1991,1775,197,1,2,5,964303
15023,1992,543,78,1,5,8,861968
9063,1998,1993,677,2,5,9,776073
12549,2013,988,550,1,5,8,834604
15211,1981,680,819,1,5,9,956887
11575,2013,1600,213,1,5,9,856350
4667,1951,873,668,1,5,9,425154
8468,1973,1127,988,3,2,4,660535
17319,2015,1456,893,3,5,8,1169539
13337,1987,566,158,2,5,9,809863
17659,1980,1615,738,3,4,8,1189257
10819,1975,1278,556,3,4,7,792767
16377,1978,1150,200,3,5,7,983270
7719,2016,1767,21,3,3,7,598360
6745,1974,840,1362,3,3,7,607022
11483,1997,1402,1265,1,5,9,898871
19537,2014,1827,1261,2,2,6,1318228
4539,2002,897,1172,3,2,5,519334
14971,2016,1202,784,3,4,8,1027765
8964,1967,1971,6,2,2,4,670636
16328,1958,596,1256,3,2,5,1099604
8835,1987,1854,803,3,2,4,749239
7775,1970,1728,767,2,5,8,681861
10042,2014,948,578,1,5,8,700578
18837,1970,1941,1100,1,3,6,1277785
11102,1976,576,488,2,4,6,687804
11312,2019,1395,925,1,3,5,858043
9320,1993,1048,86,1,2,6,629796
17216,1977,1297,221,1,2,4,1054042
10132,1994,1948,412,1,3,7,771737
11891,1966,1952,583,3,3,6,888878
14700,1989,1314,201,2,5,9,955461
6779,1952,1521,570,1,5,7,587962
19087,2015,634,1299,1,4,7,1181113
4924,1995,1153,220,2,5,8,401517
15148,1979,1777,156,3,2,6,991504
5581,2018,1778,1204,1,2,6,628090
11714,1958,1145,128,1,3,5,750297
7324,1960,1219,1266,3,4,7,637409
16677,2018,1112,1195,2,5,9,1146696
9713,2015,983,876,1,4,7,758070
11026,1980,1569,269,1,2,4,757076
4255,1982,1966,1444,2,2,5,589280
8804,1988,1147,162,3,5,9,627035
5838,1995,1291,954,2,5,7,567836
14136,1986,1078,23,1,5,7,886930
18785,2009,1527,496,3,3,6,1188563
4009,1980,500,192,3,2,6,323494
6871,1960,1813,877,3,3,6,655049
12989,1951,608,389,2,2,5,783264
11409,1976,959,496,2,5,8,763029
11418,1951,765,963,2,2,6,790414
17164,1970,1661,805,1,2,5,1151618
9124,2007,1957,128,2,4,7,729280
19478,1954,543,1020,3,2,4,1167090
5015,2001,1385,552,1,2,4,495485
14016,1994,1443,1059,1,4,6,979215
16661,1969,1482,1480,1,5,9,1178540
15328,2010,761,360,3,4,7,936210
6193,1987,1227,764,2,5,8,569149
12415,1969,1132,1238,3,5,7,899255
17550,1974,651,286,2,5,8,1047075
18512,1951,712,767,1,2,6,1068663
18090,1981,1515,924,1,4,7,1185127
17140,1975,1757,368,3,4,6,1097459
11449,2019,1362,1492,2,4,8,941801
8158,1990,1122,898,1,4,7,682983
17528,2016,860,1209,3,3,6,1124280
7925,1950,819,1497,3,2,5,674335
10970,2000,721,1084,2,3,7,773083
10938,1954,709,261,2,2,5,685341
8784,1962,1919,787,2,4,6,784927
17772,1968,1430,110,1,3,5,1080708
8000,1961,988,941,3,5,7,635888
5633,1997,1100,140,2,4,6,445940
14344,1974,1273,744,3,4,8,969022
11266,2006,1377,534,1,5,7,791645
12702,1984,1987,78,1,4,6,897004
4384,1954,1199,1054,2,2,4,492608
4404,1971,951,508,1,4,8,427592
12175,2006,912,970,3,2,6,845254
19158,1996,975,65,3,2,5,1138785
16805,2003,755,1394,1,4,6,1134715
16763,1952,1673,286,1,5,8,1043120
6000,2002,626,1199,1,2,6,508354
14948,1980,891,122,3,3,6,900537
13860,2018,979,1254,1,2,6,973145
9989,1982,1492,554,2,5,8,785452
19106,2021,1920,1003,2,4,6,1274288
5460,1999,1422,3,3,5,9,471808
11190,1965,901,411,1,5,9,753110
11140,1988,773,249,1,4,8,683559
7636,1995,1344,1368,1,3,5,707464
14916,1996,638,1356,2,3,5,1005471
8809,1993,602,452,2,2,6,604295
19817,1958,1765,157,2,2,6,1231250
8178,1999,1640,836,2,3,5,697667
17456,2009,1737,1013,2,4,6,1200183
19444,1964,983,1293,3,5,7,1252091
11245,1985,1028,1441,3,4,6,874155
10600,2012,723,1463,1,5,7,759576
9997,2018,1793,1052,1,5,7,849398
6048,1990,1657,977,2,3,6,647249
16338,1973,613,334,1,3,5,947446
8780,1998,1964,1261,3,4,6,823453
4716,1967,1143,152,3,5,9,426871
11939,1956,1150,748,1,4,8,829163
9565,1953,1888,833,2,2,5,804117
8544,2018,1755,1138,3,3,5,780542
8976,2009,957,807,1,3,7,664562
16775,2004,874,757,2,5,9,1035571
14015,1965,1110,1422,1,3,6,984388
14273,1978,706,1055,2,4,6,914112
7419,1972,1991,531,2,5,9,663803
18430,1963,1966,52,3,5,7,1199750
11239,1998,1416,717,3,2,5,850067
13766,1982,820,1218,1,4,7,940965
18489,1974,592,1328,1,5,7,1182939
4249,1970,1931,344,2,3,6,447949
12865,1966,1681,1105,3,3,7,1004211
16725,1972,1371,0,2,5,8,1007973
14357,2006,598,166,2,3,6,852066
4770,2007,724,316,2,5,7,391290
16154,1963,1351,1206,2,5,9,1118500
19665,1969,940,964,2,5,7,1224707
8363,1979,1219,897,2,3,5,696200
14176,1968,1084,272,1,3,5,924099
5077,2002,1924,372,3,4,7,566686
12427,2005,563,1385,3,2,5,870259
12580,1972,1267,899,2,3,5,917857
15229,2011,1059,200,2,5,8,916709
11901,1982,1802,1215,2,3,6,929738
8858,1967,1169,1364,3,3,5,741682
14040,2022,1771,1322,3,5,9,1082353
10544,1982,867,139,2,4,8,662620
8719,1981,1243,305,3,5,8,668969
6814,2010,1117,1219,2,4,8,632256
7374,2003,1505,1084,2,3,7,675767
19254,1966,1621,359,2,5,8,1238686
15470,1968,1791,306,1,3,7,1004671
5252,2019,1583,332,3,5,8,550352
10996,1983,999,1106,3,3,5,809718
16173,1974,1831,333,3,3,7,1072201
8673,2017,1506,516,2,3,5,675738
14314,1960,910,730,1,5,7,888593
8530,1965,1517,923,2,4,7,701771
14342,2010,1663,765,2,3,7,977374
19781,1956,1851,1497,2,5,9,1375766
17051,1965,963,1417,1,5,9,1123750
10881,1965,1201,784,2,3,7,803732
10949,1989,662,1403,2,3,6,786148
13521,1961,559,20,1,4,6,762096
10241,1984,1554,878,2,3,7,824806
12017,1970,832,176,2,4,8,765450
10941,1999,575,1386,3,2,5,800576
13550,1992,816,21,1,5,9,788104
11002,1966,1940,836,3,4,8,894235
14674,1981,689,959,2,3,5,937035
16734,1990,1838,547,1,4,8,1106800
14209,1955,795,249,1,3,7,867975
5331,1976,1000,660,2,4,6,509676
16536,1969,676,951,3,5,9,1032467
8261,1974,1299,1096,2,4,6,734071
11648,2015,1305,1114,1,2,5,862006
19319,1958,1359,1199,1,5,7,1274804
13550,2002,714,125,2,4,6,853625
9115,2010,1152,1227,2,2,6,738392
8637,1987,1096,1269,2,2,6,714688
8854,1952,1855,610,2,4,8,744269
7177,2019,627,1294,3,5,9,658256
11730,2004,1792,1009,3,4,6,933198
14320,1950,1050,43,3,5,8,896487
6180,2019,1889,547,3,5,9,612814
8892,1994,1118,1191,1,4,6,689069
11043,1996,847,434,1,2,5,700480
4137,1975,641,1053,3,5,8,425125
10327,1963,1668,793,2,3,6,820852
7472,2003,1291,356,1,3,5,577730
9449,2020,744,1271,2,2,6,712732
6832,1995,1965,252,3,2,4,599054
7579,1980,1202,784,1,4,8,608196
9971,2008,1813,720,1,5,8,822594
15223,1978,1635,1405,1,4,7,1085749
8164,1966,713,736,1,3,5,580353
14785,1963,699,899,3,3,6,940305
11941,1985,904,1442,1,5,7,884234
18388,2007,920,122,3,5,9,1132518
9569,1973,506,1317,1,3,6,679610
8300,2012,1091,684,3,4,8,667447
10269,1974,785,142,3,5,8,668043
7818,2008,1170,1002,2,4,8,656177
16330,1981,888,937,3,5,8,1064308
16015,1967,915,510,2,2,6,1014745
16234,1986,1283,56,1,4,7,985019
5906,1975,1506,41,2,3,5,491116
10254,1958,1673,820,3,2,6,796824
4760,2013,1514,1144,2,4,8,571007
11830,2021,927,342,1,5,7,754702
11350,1969,1504,331,2,3,5,794128
19183,2003,1816,1479,3,5,7,1368466
10238,1979,833,1460,3,4,7,782937
10090,2002,771,340,1,2,4,683157
15637,2012,1566,340,1,4,7,1052274
10031,1960,1991,1439,2,3,6,927503
11687,1980,818,848,1,2,4,791377
13091,1998,1026,181,3,3,5,842961
16647,1968,1259,983,2,5,8,1105391
15139,1961,1695,1287,2,2,6,1089813
13911,1964,820,1233,2,4,8,963590
12472,1980,1238,522,2,5,7,853943
15458,1992,1567,181,1,5,9,992283
5887,1986,953,1467,2,4,7,598328
7266,1978,1245,250,2,5,9,553673
4666,1975,1428,137,2,3,6,463906
8188,1951,1347,1241,3,4,6,718668
4671,1964,1367,750,3,5,7,519745
14161,1953,1273,453,1,2,6,885517
16348,1999,582,882,3,4,6,1027630
10777,1987,1042,86,3,4,6,704876
15314,1972,821,292,1,5,8,911569
11570,2008,1285,91,1,4,7,740750
11956,1977,1757,207,2,4,7,863426
9124,2015,1039,1227,2,4,7,751989
9585,1957,751,185,1,4,6,576574
16891,1978,1335,1108,2,4,7,1133000
8777,1960,948,155,2,4,7,587799
7900,1967,1762,292,2,3,6,648478
10677,2004,989,532,1,5,9,734247
17716,1999,963,160,3,3,6,1079540
10981,1963,813,1409,3,5,7,849431
19872,1958,1698,850,1,4,6,1324936
18980,1960,1703,155,1,5,8,1128264
10376,2012,884,142,2,3,7,702347
4523,2016,794,1307,1,5,9,506947
6393,2002,1738,561,1,4,8,591647
15309,1988,1485,34,1,4,8,953617
6593,2005,1261,223,1,4,7,522784
14160,1977,1268,667,2,3,6,949557
17389,1988,1598,392,2,2,4,1099032
13945,1974,843,407,1,4,6,827377
18124,1970,641,1411,1,4,8,1137007
11240,1959,1217,296,3,5,9,765684
10937,1992,1722,322,3,2,4,815252
14488,1964,1694,38,1,5,7,913040
10190,1997,905,504,3,3,7,722352
9240,1970,727,752,3,2,4,631806
14453,2009,910,1339,2,4,8,1013194
14478,1999,1451,1140,2,2,5,1038747
17367,1972,1397,1365,2,4,8,1188542
10493,1962,1190,239,3,3,6,717072
16394,2018,1377,686,1,5,8,1095349
6878,1953,1286,1468,2,3,6,643558
8143,2021,561,739,3,3,5,609626
7644,1958,1850,996,1,4,6,692184
8432,1984,1378,486,2,5,9,694203
17337,1970,1656,764,3,3,6,1170714
19139,2007,1712,1434,2,2,6,1297765
17568,1967,855,622,3,3,6,1112556
14247,2021,570,735,2,4,7,924185
16912,1992,762,297,3,2,6,979971
18178,1955,805,1075,1,2,6,1087874
5276,2016,1057,732,2,5,9,482941
9811,1961,1747,1000,2,2,6,778908
14958,1961,1851,303,3,2,4,1009625
4302,2015,1261,1311,1,4,7,523444
4638,1951,1087,663,1,5,8,456896
4055,1964,573,898,2,3,5,382834
17013,1972,641,1141,3,2,5,1070237
12717,1978,601,1447,2,3,5,886300
16761,1956,1588,790,3,3,6,1145167
16315,1977,692,646,1,3,5,944798
12150,1963,1452,208,2,5,7,817271
6125,1993,1585,1150,3,3,6,664023
15479,1979,1764,1316,1,4,7,1122005
19745,1981,909,518,3,5,8,1188352
4364,2019,799,1245,2,5,9,472007
10809,1955,1718,76,3,5,8,794400
8621,1976,953,337,2,5,8,603223
19034,1973,1073,862,1,2,5,1162315
17623,1983,1118,912,3,2,6,1161324
17170,1989,1136,1298,1,3,6,1117662
9126,1996,800,806,1,2,4,683327
9122,1973,1278,1140,2,5,7,753181
5646,2014,1979,1315,2,3,7,666390
4918,1967,1488,1294,1,4,8,564908
6797,1993,701,1470,2,2,6,600265
10506,2006,1173,1180,1,5,9,801838
9870,1977,801,571,2,3,7,680683
5531,2020,836,1207,2,2,5,522052
12172,1972,531,423,3,5,7,774160
7345,1983,1621,672,3,3,5,697700
11673,1960,1272,1039,2,2,5,860953
10949,1984,1714,925,1,4,8,847776
10882,1991,1571,97,1,2,5,748311
5906,1977,1773,299,1,5,9,539203
7086,1973,1749,746,2,5,7,652023
17503,1957,1795,1445,2,4,6,1239015
12152,2002,1164,1330,1,4,8,912105
9750,2021,827,273,3,3,6,681935
16772,1953,1296,260,3,3,7,1082284
14267,1954,1703,1262,1,5,9,1059018
12905,1998,1313,935,2,2,4,892513
5062,1979,1164,331,2,4,8,425681
5976,2021,1245,114,1,3,6,479657
5296,2012,1546,267,3,5,9,539708
17542,1996,1429,11,1,5,7,1065740
10229,1975,1462,72,1,5,8,703500
11641,2006,1893,1015,1,4,7,937647
4125,1986,1768,873,3,4,6,530614
19147,1956,1683,405,1,4,6,1218638
8632,1989,872,177,3,2,6,558103
10288,1988,784,771,2,4,6,730834
7596,2011,1020,945,3,5,7,614075
15475,2002,1973,1282,3,4,6,1170182
10168,1953,1196,399,1,2,4,706813
13795,1974,1306,269,2,2,5,851886
11561,1956,1146,485,1,5,8,732045
12258,1977,635,58,3,3,6,752319
4232,2018,595,641,3,4,6,414588
14348,2016,1642,886,1,4,8,998028
13361,1969,1897,265,2,2,6,924837
14350,1960,773,74,3,2,6,834371
10371,2016,1377,1113,3,3,7,828767
8206,1956,1349,504,3,2,5,632033
13685,1972,1700,356,2,2,6,899835
18369,2010,1283,153,1,2,5,1118071
16910,2020,1800,1241,2,2,6,1179418
11943,1983,1661,485,2,3,7,858503
16199,1968,631,1153,3,4,7,1056791
19728,2007,1567,65,2,4,7,1190098
10891,1958,1646,1167,3,4,8,872752
10738,1997,1659,379,2,4,6,784624
19913,1990,1890,1336,2,4,8,1404739
6472,1997,872,406,1,5,9,518797
14852,1994,1649,1430,2,5,9,1123897
17829,1974,1962,276,1,2,5,1186658
6739,1974,1307,614,3,5,9,598292
9401,1968,1243,1432,3,4,6,786230
19679,1988,550,313,1,2,6,1072853
5761,1976,1660,548,3,4,6,552659
15706,2012,1681,1272,3,4,6,1152385
14167,2017,555,460,2,2,4,878577
14554,1968,1243,398,1,4,8,914122
4876,1977,927,450,3,5,8,476273
18277,1982,942,470,1,2,5,1053858
7812,1959,825,1457,2,3,7,648990
15640,1979,1139,955,3,3,7,1053175
13504,1971,1328,1469,3,3,5,1008823
5460,1952,579,706,1,4,8,441634
14901,1997,973,102,3,4,7,919220
14516,1951,876,327,1,4,8,889364
5733,2003,1418,600,3,4,8,549471
5605,1955,832,245,2,2,6,413438
9622,1989,1698,1081,2,3,5,789200
10767,1951,940,104,1,5,9,721524
14755,2022,625,691,3,2,6,929380
15613,1951,718,971,3,3,7,1003560
10986,2004,1447,1092,1,3,6,840173
7517,2021,777,992,2,2,4,635887
14589,2009,1094,1325,2,2,4,1018825
17918,1955,1434,152,2,2,5,1092549
7735,1968,640,1058,1,5,7,579502
15062,1976,1345,956,2,3,6,1061209
13352,1950,1507,1038,1,5,7,961439
17046,1982,1376,1129,2,5,7,1193337
19234,1989,609,729,2,5,7,1140185
12434,1981,1575,73,1,5,9,821960
6590,2018,1112,855,3,5,7,591057
5063,1966,1212,284,3,2,6,441876
8324,1957,1842,1220,3,5,9,792911
14787,2006,1722,279,2,4,8,955283
13111,1991,1295,786,2,2,5,904984
9342,1958,1228,685,3,3,5,690186
4005,1984,1569,968,2,3,5,481388
11489,2020,1004,1176,2,2,4,852814
12659,2002,1540,290,3,5,9,892550
18043,2003,814,931,1,2,4,1129811
